"","listing_id","minimum_nights.x","maximum_nights","listing_start_date","listing_end_date","min_price","max_price","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights.y","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"11936",41965122,4,31,"2020-08-21","2020-11-19","$169.00","$179.00","Back to Nature @Mount Morton Lookout B&B House",126205227,"Marcelle",NA,"Yarra Ranges",-37.93273,145.34173,"Entire home/apt",172,2,7,"2020-08-19",1.24,2,85
"11937",41967845,4,1125,"2020-08-23","2021-08-22","$50.00","$50.00","走路五分钟到达boxhill Center",83183172,"Freya",NA,"Whitehorse",-37.8239,145.12119,"Shared room",50,3,1,"2020-02-25",0.17,11,365
"11938",41978979,5,1125,"2020-08-23","2021-08-19","$131.00","$587.00","Spacious and Sunny Modern Apartment with City View",235135883,"MadeComfy Melbourne",NA,"Stonnington",-37.83759,144.99385,"Entire home/apt",133,3,5,"2020-07-07",0.89,47,350
"11939",41981784,4,1125,"2020-08-20","2020-11-18","$55.00","$55.00","Amazing Private Room, wonderful  Yarra River view",332345349,"Sofia",NA,"Melbourne",-37.82161,144.94329,"Private room",55,2,2,"2020-03-14",0.3,1,88
"11940",41986272,7,1125,"2020-08-23","2021-08-20","$165.00","$165.00","Parkville Royal Melbourne Hospital placement 3 bed",303192613,"Amanda",NA,"Melbourne",-37.78696,144.94027,"Entire home/apt",165,7,2,"2020-05-25",0.51,1,363
"11941",41986523,4,1125,"2020-08-24","2020-11-20","$135.00","$165.00","Tree lined street, Chadstone, Eaton Mall & parks.",332438789,"Sebastian & Helen",NA,"Monash",-37.89462,145.08935,"Entire home/apt",144,2,4,"2020-04-08",0.67,1,89
"11942",41991321,22,30,"2020-08-24","2021-02-18","$60.00","$60.00","Beautiful Room for couple in CBD melbourne",90779604,"Sundari",NA,"Melbourne",-37.80629,144.96033,"Private room",60,22,1,"2020-03-06",0.18,1,179
"11943",42000926,4,1125,"2020-08-22","2021-05-17","$40.00","$40.00","Guest room 1 in a quiet court",569413,"Dina",NA,"Whitehorse",-37.85496,145.17185,"Private room",40,3,1,"2020-03-07",0.18,24,269
"11944",42001492,4,1125,"2020-11-30","2021-08-19","$400.00","$400.00","Central Jewel! Free Netflix",120622114,"Peter",NA,"Melbourne",-37.81174,144.96215,"Entire home/apt",100,10,4,"2020-04-02",0.65,7,263
"11945",42003406,4,1125,"2020-08-21","2020-11-19","$45.00","$45.00","Kalra House",49383403,"Sunny",NA,"Casey",-38.09185,145.26688,"Private room",45,1,0,"",NA,1,89
"11946",42003918,7,1125,"2020-08-22","2021-08-20","$80.00","$80.00","Modern Spacious Room in Retreat Style Guesthouse",332758552,"Trent",NA,"Bayside",-37.95034,145.00631,"Private room",80,7,0,"",NA,6,364
"11947",42004035,28,1125,"2020-08-23","2021-08-22","$45.00","$45.00","Cosy Room on the beach - 29 mins to CBD",332758552,"Trent",NA,"Bayside",-37.95162,145.00553,"Private room",45,28,1,"2020-04-05",0.21,6,365
"11948",42005430,4,1125,"2020-08-23","2021-08-22","$160.00","$161.00","Sea view;2bt and 2bd; Near Crown;brand new apt",289970635,"Julia",NA,"Melbourne",-37.82365,144.96459,"Entire home/apt",160,1,3,"2020-02-15",0.45,4,365
"11949",42006213,4,60,"2020-08-21","2020-11-19","$99.00","$99.00","Guest house,kitchen,bthrm,Wi-Fi,15min toCBD&airprt",50038799,"Natalia",NA,"Brimbank",-37.76876,144.83211,"Entire home/apt",99,2,4,"2020-03-21",0.66,2,91
"11950",42006384,1,1125,"2021-02-01","2021-08-19","$135.00","$299.00","Bright luxury 2 bed apartment - pool, gym & views!",42749928,"James And Ally",NA,"Melbourne",-37.81471,144.94269,"Entire home/apt",135,1,1,"2020-02-04",0.15,2,200
"11951",42006488,14,1125,"2020-09-13","2020-11-18","$54.00","$57.00","Comfy entire apartment for staycation",78613187,"Paula",NA,"Stonnington",-37.85369,145.03618,"Entire home/apt",56,14,5,"2020-07-04",0.9,1,67
"11952",42006675,4,1125,"2020-08-20","2020-11-18","$65.00","$65.00","Private room 3 min walk to CBD",333915276,"Zoe",NA,"Melbourne",-37.80825,144.9499,"Private room",65,2,0,"",NA,1,91
"11953",42007051,4,1125,"2020-08-23","2021-02-16","$67.00","$99.00","Stylish apartment in inner-city Abbotsford",4946157,"Dimitri",NA,"Yarra",-37.8093,145.00705,"Entire home/apt",76,2,6,"2020-06-12",1.04,1,178
"11954",42007121,30,1125,"2020-08-21","2021-02-16","$200.00","$200.00","Location,location and I mean prime location",332817466,"Phong",NA,"Melbourne",-37.79367,144.93056,"Entire home/apt",200,30,0,"",NA,1,180
"11955",42007435,4,21,"2020-08-21","2021-02-17","$50.00","$50.00","House on Gaffney street",10788345,"Vee",NA,"Moreland",-37.73154,144.94694,"Private room",50,1,1,"2020-02-19",0.16,1,180
"11956",42008054,4,1125,"2020-08-22","2020-11-18","$170.00","$170.00","Cute suburban apartment above cafe",394180,"Zoe",NA,"Darebin",-37.74551,145.00534,"Entire home/apt",170,1,1,"2020-03-22",0.2,2,89
"11957",42008935,4,90,"2020-08-28","2020-11-18","$50.00","$50.00","Luxury Murrumbeena living",300178273,"David",NA,"Monash",-37.89186,145.07751,"Private room",50,3,0,"",NA,1,83
"11958",42010285,4,1125,"2020-08-21","2021-08-20","$65.00","$65.00","Cosy Sweet Home",131227454,"Evita",NA,"Whittlesea",-37.66005,145.0694,"Private room",65,2,0,"",NA,1,365
"11959",42021289,4,1125,"2020-08-21","2020-09-30","$50.00","$50.00","Light filled, single room close to Deakin Uni.",11219852,"Vanessa",NA,"Whitehorse",-37.84956,145.14805,"Private room",50,2,2,"2020-03-15",0.34,1,16
"11960",42024504,6,1125,"2020-09-14","2020-11-18","$45.00","$65.00","☆ Bright, Renovated Treasure ☆ Parking☆ Tree Views",333052536,"Lisa",NA,"Yarra",-37.82046,145.01427,"Entire home/apt",60,6,5,"2020-07-25",1.67,1,66
"11961",42024694,4,1125,"2020-08-22","2021-08-20","$60.00","$60.00","Modern and beautiful master bedroom with en-suite",45137459,"Alon",NA,"Glen Eira",-37.88562,144.99915,"Private room",60,1,8,"2020-07-04",1.22,1,364
"11962",42027725,4,1125,"2020-08-22","2021-08-21","$108.00","$162.00","Musician’s home with window city view",111708472,"Dongni",NA,"Manningham",-37.76919,145.1134,"Entire home/apt",108,1,6,"2020-06-14",1.23,4,365
"11963",42027957,4,1125,"2020-08-23","2021-02-18","$123.00","$159.00","Le’ciel apt lv67 2br 4bds walk to Victoria market",66163268,"Mon",NA,"Melbourne",-37.8052,144.96072,"Entire home/apt",135,1,3,"2020-07-06",1.17,8,180
"11964",42030157,7,90,"2020-09-19","2021-04-17","$100.00","$99.00","☆ Heart of Ormond ☆ Near Train, Cafes, Shops, Parks ☆",147353202,"Ready Set Host",NA,"Glen Eira",-37.8997,145.04317,"Entire home/apt",95,1,5,"2020-05-19",0.84,13,211
"11965",42031098,4,1125,"2020-08-20","2021-02-16","$199.00","$239.00","2BR 2BATH CityView Apt Southbank Crown&MCEC&CBD",217343588,"Richie",NA,"Melbourne",-37.82785,144.95728,"Entire home/apt",199,1,11,"2020-07-05",1.76,2,179
"11966",42033982,4,1125,"2020-08-29","2020-08-31","$35.00","$35.00","Cozy place close to Melbourne university and CBD",147466239,"Mingde",NA,"Melbourne",-37.80111,144.95361,"Private room",35,1,6,"2020-03-22",0.96,3,3
"11967",42045849,4,1125,"2020-08-25","2021-02-18","$50.00","$50.00","Private quiet and very well presented.",333245105,"Georges",NA,"Melton",-37.70386,144.72464,"Entire home/apt",50,2,0,"",NA,1,178
"11968",42046266,4,1125,"2020-08-21","2020-11-18","$36.00","$36.00","Double Room in Malvern",52739786,"Richard",NA,"Stonnington",-37.86977,145.03512,"Private room",36,2,7,"2020-07-11",1.11,1,90
"11969",42046423,4,1125,"2020-08-21","2020-11-18","$70.00","$70.00","Smart lifestyle living in Brighton East",6523104,"Raj",NA,"Bayside",-37.90224,145.00702,"Private room",70,3,0,"",NA,1,90
"11970",42047485,7,1125,"2020-09-10","2020-11-18","$132.00","$200.00","Comfy holiday house with pool@Rosanna",229484777,"Sherry",NA,"Banyule",-37.73706,145.06768,"Entire home/apt",123,2,5,"2020-07-03",0.87,18,70
"11971",42047528,4,1125,"2020-08-21","2021-08-19","$110.00","$88.00","Spacious and roomy 2 bedroom in Southbank!",55324450,"Bruce",NA,"Melbourne",-37.82486,144.96278,"Entire home/apt",115,1,5,"2020-07-10",0.8,71,364
"11972",42048877,4,90,"2020-08-21","2020-11-19","$40.00","$44.00","Quite Suburbern Unit with City Views n Park land",30823653,"Steve",NA,"Moreland",-37.71241,144.90598,"Private room",44,4,0,"",NA,1,91
"11973",42049762,4,999,"2020-08-22","2021-08-20","$240.00","$300.00","Fully Equipped 2BR Apartment @ Box Hill",70434581,"Mont",NA,"Whitehorse",-37.81555,145.10816,"Entire home/apt",248,1,0,"",NA,5,364
"11974",42049773,4,999,"2020-08-22","2021-08-20","$160.00","$203.00","Fully Equipped 1BR Apartment near Box Hill",70434581,"Mont",NA,"Whitehorse",-37.81689,145.10814,"Entire home/apt",170,1,0,"",NA,5,364
"11975",42050913,4,1125,"2020-08-21","2020-11-18","$160.00","$160.00","St Kilda Rd Luxury Appt/2 Bed/2 Bath/Wifi",17854848,"Fc",NA,"Port Phillip",-37.83909,144.97443,"Entire home/apt",160,3,1,"2020-02-18",0.16,2,90
"11976",42051250,3,1125,"2020-10-01","2021-02-16","$120.00","$120.00","Urban riverside sanctuary - inner east Melbourne",24027409,"Damcho",NA,"Yarra",-37.80986,145.0078,"Entire home/apt",120,3,1,"2020-03-11",0.18,3,139
"11977",42052067,5,365,"2021-06-19","2021-08-20","$227.00","$259.00","148*Rare Find*4 Bedroom Family Compound in the heart of Doncaster",260053901,"Jeremy",NA,"Manningham",-37.78664,145.10501,"Entire home/apt",241,2,0,"",NA,27,63
"11978",42052153,30,1125,"2020-08-23","2021-08-22","$28.00","$28.00","Inner city 1 minute tram stop private room",306096881,"David",NA,"Moonee Valley",-37.77124,144.92788,"Private room",28,30,1,"2020-04-07",0.22,12,365
"11979",42053959,7,30,"2020-08-24","2020-11-20","$65.00","$65.00","Comfy room in Burwood",330604144,"Xayah",NA,"Monash",-37.86051,145.11271,"Private room",65,7,8,"2020-03-30",1.21,5,89
"11980",42055203,7,1125,"2020-08-23","2020-11-20","$50.00","$50.00","one room 4 bed",83183172,"Freya",NA,"Whitehorse",-37.82376,145.12301,"Shared room",50,7,0,"",NA,11,90
"11981",42055337,7,1125,"2020-08-23","2020-11-20","$50.00","$50.00","走路5分钟到boxhill 中心",83183172,"Freya",NA,"Whitehorse",-37.82254,145.12104,"Shared room",50,7,0,"",NA,11,90
"11982",42056970,4,1125,"2020-08-21","2020-11-18","$95.00","$95.00","Large Room  close to Train station, Shops, cafe",12302866,"Nick",NA,"Bayside",-37.90606,145.00021,"Private room",95,1,0,"",NA,1,90
"11983",42057372,4,1125,"2020-08-22","2021-08-20","$688.00","$688.00","Art house",68461713,"Jie",NA,"Boroondara",-37.82839,145.03065,"Entire home/apt",688,2,1,"2020-02-24",0.17,1,364
"11984",42057746,4,1125,"2020-08-22","2021-08-19","$109.00","$109.00","Cosy top floor apartment just for you!",292408638,"David",NA,"Melbourne",-37.8235,144.96357,"Entire home/apt",109,1,8,"2020-03-18",1.28,2,317
"11985",42059660,4,1125,"2020-08-31","2020-11-18","$100.00","$134.00","#BEST CBD Location# 5 StarRated City View 2BR APT",44696362,"Vince",NA,"Melbourne",-37.80966,144.96293,"Entire home/apt",81,1,25,"2020-07-05",3.95,6,80
"11986",42060648,4,1125,"2020-09-17","2020-10-30","$120.00","$258.00","Bali Inspired Home w/ Outdoor Pool + Bamboo Garden",104431444,"James",NA,"Boroondara",-37.82997,145.02913,"Entire home/apt",120,4,5,"2020-07-13",0.85,28,42
"11987",42068464,1,1125,"2020-09-14","2021-08-21","$180.00","$180.00","Flamingo Cottage",39089954,"Marco",NA,"Cardinia",-37.954,145.55262,"Private room",180,1,2,"2020-03-07",0.33,3,339
"11988",42070041,4,1125,"2020-08-21","2021-08-20","$26.00","$26.00","别墅宽敞休闲房间(A2)Villa spacious leisure room",237701374,"茜",NA,"Whittlesea",-37.69024,145.05933,"Private room",26,1,4,"2020-03-03",0.63,7,365
"11989",42071098,5,1125,"2020-08-21","2021-08-20","$120.00","$120.00","A peaceful relaxing home away from Home...",5457367,"Jasmine",NA,"Monash",-37.87363,145.15088,"Entire home/apt",120,5,1,"2020-03-30",0.21,2,365
"11990",42072848,1,14,"2020-10-19","2020-12-13","$30.00","$30.00","Quiet Place in Manor Lakes",21160176,"Nandun",NA,"Wyndham",-37.86191,144.59325,"Private room",30,1,0,"",NA,1,56
"11991",42074614,4,1125,"2020-08-21","2021-02-16","$55.00","$55.00","Luxury Ashwood home with charm",94759771,"John",NA,"Monash",-37.87344,145.10216,"Private room",55,1,1,"2020-02-25",0.17,1,180
"11992",42076537,4,365,"2020-08-21","2021-02-17","$50.00","$50.00","Spacious cozy bedroom in Seaford",14183381,"Isuru",NA,"Frankston",-38.10588,145.1455,"Private room",50,1,3,"2020-03-09",0.52,1,180
"11993",42076653,1,99,"2020-09-14","2021-08-19","$25.00","$42.00","Unbelievable 4 bed dorm bed with ensuite at United",318873639,"United",NA,"Melbourne",-37.81687,144.96703,"Shared room",25,1,0,"",NA,10,340
"11994",42076992,1,1125,"2020-09-20","2021-02-17","$104.00","$104.00","Bungalow in the Yarra Valley Healesville",217207909,"Karyn",NA,"Yarra Ranges",-37.65598,145.52881,"Entire home/apt",104,1,23,"2020-07-07",3.65,1,131
"11995",42077821,NA,NA,"2020-08-20","2021-01-31","$255.00","$255.00","Bright Spacious 2BR City Centre + City View + WiFi",234904094,"Ideal",NA,"Melbourne",-37.81344,144.96198,"Entire home/apt",255,3,0,"",NA,5,0
"11996",42077893,4,15,"2020-08-21","2020-11-18","$35.00","$35.00","Modern Apartment in Port Melbourne",331298729,"Laura",NA,"Port Phillip",-37.84134,144.93992,"Shared room",35,3,3,"2020-03-31",0.5,1,90
"11997",42079874,1,28,"2021-01-01","2021-08-19","$110.00","$110.00","Private room+full furniture+parking+gym+swim. Pool",31827777,"Julio Cesar",NA,"Melbourne",-37.81057,144.94945,"Private room",110,1,3,"2020-03-21",0.48,1,231
"11998",42081190,4,1125,"2020-08-22","2020-11-18","$145.00","$145.00","Comfortable Modern Home",9235459,"Hugo",NA,"Port Phillip",-37.84007,144.96016,"Private room",145,1,1,"2020-02-26",0.17,2,89
"11999",42081893,4,1125,"2020-08-20","2021-02-16","$99.00","$99.00","Lovely Private Room in West Melbourne",24128380,"Rafael",NA,"Melbourne",-37.80866,144.95167,"Private room",99,2,0,"",NA,1,180
"12000",42082622,4,1125,"2020-08-21","2021-08-20","$165.00","$165.00","center of circa park new luxury house Berwick",106241773,"Amy",NA,"Casey",-38.07804,145.35883,"Entire home/apt",165,1,1,"2020-02-13",0.16,3,365
"12001",42083235,4,1125,"2020-09-01","2020-11-18","$63.00","$67.00","2  bedroom new apartment near Melbourne university",110138961,"Jessie",NA,"Melbourne",-37.79882,144.95319,"Entire home/apt",61,1,4,"2020-07-04",0.69,4,79
"12002",42097002,30,1125,"2020-10-08","2020-11-18","$75.00","$75.00","6# MODERN Comfort Apt/Free Parking ST Kilda RD",193368830,"Gem",NA,"Melbourne",-37.84136,144.97747,"Entire home/apt",75,30,2,"2020-03-15",0.36,39,42
"12003",42097961,7,1125,"2020-08-23","2021-08-22","$38.00","$38.00","Oakleigh spacious and clean room",284150320,"Tina",NA,"Monash",-37.89599,145.09835,"Private room",38,7,1,"2020-02-14",0.16,2,365
"12004",42099054,4,1125,"2020-08-21","2020-08-22","$135.00","$135.00","Clean and relaxing  Camberwell 2 storey Property",263419140,"Delshea",NA,"Boroondara",-37.84136,145.09634,"Entire home/apt",135,1,2,"2020-03-16",0.36,1,2
"12005",42099722,2,1125,"2021-01-02","2021-02-16","$55.00","$55.00","Stylish sophisticated gem-Glen Iris/East Malvern.",286409,"Lou",NA,"Stonnington",-37.85561,145.05056,"Private room",55,2,2,"2020-03-17",0.37,1,46
"12006",42101073,7,365,"2020-08-22","2021-04-29","$199.00","$888.00","[CONVENIENCE] ✔Work Remotely ✔Hospitals ✔Families",160004102,"Mike & Panagiota",NA,"Moonee Valley",-37.78588,144.92854,"Entire home/apt",211,1,5,"2020-06-20",1.4,6,251
"12007",42101213,4,1125,"2020-08-21","2021-08-20","$600.00","$600.00","Domi Rentals- The Caulfield Residences",333906333,"Avi",NA,"Glen Eira",-37.88187,145.02386,"Entire home/apt",600,2,0,"",NA,35,365
"12008",42101220,4,1125,"2020-09-02","2020-11-18","$120.00","$120.00","St Kilda 2BR Apartment close to beach and shops!",80579743,"Kimberley",NA,"Port Phillip",-37.85779,144.97259,"Entire home/apt",120,2,0,"",NA,3,78
"12009",42101304,4,1125,"2020-08-20","2021-08-19","$600.00","$600.00","Domi Rentals- The Brunswick Place",333906333,"Avi",NA,"Moreland",-37.77826,144.97804,"Entire home/apt",600,2,0,"",NA,35,365
"12010",42101349,4,1125,"2020-08-21","2021-08-20","$600.00","$600.00","Domi Rentals- The Even Apartment",333906333,"Avi",NA,"Glen Eira",-37.8901,145.0503,"Entire home/apt",600,2,0,"",NA,35,365
"12011",42101423,4,1125,"2020-08-21","2021-08-20","$600.00","$600.00","Domi Rentals- The Rayhur Residence",333906333,"Avi",NA,"Kingston",-37.93149,145.1346,"Entire home/apt",600,2,0,"",NA,35,365
"12012",42101485,4,1125,"2020-08-21","2021-08-20","$600.00","$600.00","Domi Rentals- The Hawthorne Residence",333906333,"Avi",NA,"Boroondara",-37.81365,145.01961,"Entire home/apt",600,2,0,"",NA,35,365
"12013",42103967,5,1125,"2020-08-25","2021-08-20","$138.00","$168.00","Doncaster East George HolidayU!假日别墅!",333941982,"Catherine",NA,"Manningham",-37.7828,145.15345,"Entire home/apt",138,5,3,"2020-08-10",0.51,1,361
"12014",42104003,4,1125,"2020-08-20","2021-08-19","$327.00","$472.00","Converted Warehouse Penthouse with aircon, terrace",4177728,"Chris From StayCentral",NA,"Yarra",-37.79705,144.98215,"Entire home/apt",363,3,2,"2020-06-14",0.85,27,243
"12015",42104648,10,1125,"2020-10-01","2021-02-18","$26.00","$26.00","Private bedroom - Melbourne",97189826,"Mauricio",NA,"Darebin",-37.70149,145.05139,"Private room",26,10,1,"2020-08-04",1,1,141
"12016",42105719,2,1125,"2020-09-24","2020-09-27","$180.00","$180.00","Perfect location for the Melbourne Grand Prix!",333970310,"Sergio",NA,"Port Phillip",-37.85285,144.97985,"Entire home/apt",100,2,0,"",NA,1,4
"12017",42105906,5,30,"2020-08-23","2020-11-20","$35.00","$35.00","Cozy single room in Burwood",330604144,"Xayah",NA,"Monash",-37.86138,145.11185,"Private room",35,5,19,"2020-08-01",2.95,5,90
"12018",42120244,5,1125,"2020-09-20","2021-08-20","$121.00","$453.00","Deluxe Unit with Pool, Parking and Gym near Beaches",235135883,"MadeComfy Melbourne",NA,"Port Phillip",-37.84212,144.94133,"Entire home/apt",105,3,10,"2020-07-22",1.65,47,329
"12019",42121078,5,365,"2020-08-21","2021-08-20","$218.00","$311.00","149*Brand New Family Compound in Clyde",260053901,"Jeremy",NA,"Casey",-38.12034,145.33444,"Entire home/apt",234,2,8,"2020-07-27",1.3,27,364
"12020",42121357,7,1125,"2020-08-21","2020-11-19","$128.00","$128.00","校区惬意之家",149052750,"丽丽",NA,"Manningham",-37.77272,145.15335,"Private room",128,7,1,"2020-03-29",0.21,7,91
"12021",42121440,4,365,"2020-08-20","2020-11-18","$46.00","$46.00","Cozy Room in our Lovely Carlton Guest House",90729398,"Valeria",NA,"Melbourne",-37.79713,144.97278,"Private room",46,4,0,"",NA,120,91
"12022",42122295,4,1125,"2020-08-21","2021-02-17","$69.00","$69.00","Auntie Zhang's Sweet Home",60007091,"Seabook",NA,"Wyndham",-37.8795,144.74956,"Private room",69,1,1,"2020-03-16",0.19,1,181
"12023",42122407,4,1125,"2020-08-21","2021-08-20","$120.00","$120.00","Cosy One bedroom apartment",334164277,"Emma",NA,"Maribyrnong",-37.77364,144.88177,"Entire home/apt",120,3,2,"2020-03-28",0.39,2,365
"12024",42123417,4,1125,"2020-08-20","2021-08-19","$149.00","$299.00","One Bedroom Standard King Apartment",284837767,"Richard From SoYa Hotel",NA,"Stonnington",-37.83839,144.99176,"Entire home/apt",169,1,1,"2020-03-25",0.2,9,364
"12025",42123421,4,1125,"2020-08-20","2021-08-19","$150.00","$319.00","One Bedroom Executive King Apartment",284837767,"Richard From SoYa Hotel",NA,"Stonnington",-37.83839,144.99176,"Entire home/apt",189,1,1,"2020-06-06",0.39,9,364
"12026",42123422,4,1125,"2020-08-20","2021-08-19","$150.00","$349.00","One Bedroom Deluxe King Apartment",284837767,"Richard From SoYa Hotel",NA,"Stonnington",-37.83839,144.99176,"Entire home/apt",219,1,1,"2020-06-27",0.55,9,364
"12027",42123423,4,1125,"2020-08-20","2021-08-19","$150.00","$359.00","Two Bedroom Apartment",284837767,"Richard From SoYa Hotel",NA,"Stonnington",-37.83839,144.99176,"Entire home/apt",229,1,1,"2020-03-22",0.2,9,364
"12028",42123901,4,1125,"2020-08-21","2021-05-18","$195.00","$204.00","Tranquil and Sweet Holiday Haven in Seaford",305223035,"Fang",NA,"Frankston",-38.12868,145.13466,"Entire home/apt",195,1,3,"2020-04-05",0.53,1,263
"12029",42126670,4,1125,"2020-09-01","2021-02-16","$150.00","$95.00","The Big Blue Room in Richmond",334224524,"Margaret",NA,"Yarra",-37.82376,145.00556,"Private room",76,1,4,"2020-04-04",0.74,1,169
"12030",42129849,7,1000,"2020-08-23","2021-08-22","$158.00","$158.00","Star hotel service",149052750,"丽丽",NA,"Manningham",-37.77445,145.15126,"Entire home/apt",158,7,1,"2020-03-28",0.2,7,365
"12031",42129947,7,1125,"2020-08-21","2021-08-20","$95.00","$95.00","校区5星级的家",149052750,"丽丽",NA,"Manningham",-37.7746,145.15209,"Entire home/apt",95,7,1,"2020-02-28",0.17,7,365
"12032",42130118,7,1125,"2020-08-21","2020-11-18","$69.00","$71.00","Cozy Apartment near major hospitals",26936048,"Hala",NA,"Melbourne",-37.80033,144.9469,"Entire home/apt",69,7,3,"2020-08-09",1.7,1,90
"12033",42131216,4,1125,"2020-08-25","2021-08-22","$68.00","$68.00","干净舒适",255013133,"Jun",NA,"Manningham",-37.77707,145.11558,"Private room",68,1,0,"",NA,3,363
"12034",42136586,4,1125,"2020-08-20","2020-11-18","$66.00","$66.00","Cosy private room next to Botanical Gardens 😊❤️",224616884,"Aimee",NA,"Melbourne",-37.82856,144.96865,"Private room",66,2,1,"2020-02-17",0.16,1,90
"12035",42138945,4,1125,"2020-08-23","2021-02-18","$165.00","$165.00","Modern Melbourne getaway",184513340,"Cass",NA,"Glen Eira",-37.88219,145.00557,"Private room",165,1,0,"",NA,1,180
"12036",42140802,30,90,"2020-08-31","2020-11-18","$22.00","$22.00","Student Stays",23549482,"Steph",NA,"Stonnington",-37.86016,145.01543,"Private room",22,30,0,"",NA,1,80
"12037",42142114,7,1125,"2020-09-08","2020-11-18","$70.00","$70.00","Great Brunswick location, modern 1BD apartment",68583245,"Ray & Jean",NA,"Moreland",-37.76369,144.96196,"Entire home/apt",70,7,3,"2020-06-24",0.56,1,72
"12038",42142776,4,1125,"2020-08-23","2021-08-22","$45.00","$45.00","Guest room 3 in a quiet court",569413,"Dina",NA,"Whitehorse",-37.8543,145.1711,"Private room",45,3,1,"2020-02-29",0.17,24,365
"12039",42143247,4,1125,"2020-09-13","2020-11-18","$880.00","$880.00","lItalianate Mansion Located at Kew *Pool+Spa+Wifi",304357347,"LaMaison",NA,"Boroondara",-37.81092,145.03861,"Entire home/apt",880,1,1,"2020-02-29",0.17,45,67
"12040",42143799,4,1125,"2020-08-21","2021-02-16","$80.00","$80.00","D- Clean & cosy private room+living room",334404074,"Jie",NA,"Glen Eira",-37.93269,145.0404,"Private room",80,1,0,"",NA,5,180
"12041",42144356,4,1125,"2020-08-21","2021-02-17","$50.00","$50.00","C- Clean and cosy private room close to everything",334404074,"Jie",NA,"Glen Eira",-37.93293,145.03841,"Private room",50,1,3,"2020-06-29",0.5,5,181
"12042",42144395,4,1125,"2020-08-21","2021-02-17","$55.00","$55.00","B- Clean and cosy private room close to everything",334404074,"Jie",NA,"Glen Eira",-37.93226,145.03885,"Private room",55,1,1,"2020-04-12",0.23,5,181
"12043",42144551,4,1125,"2020-08-21","2021-02-17","$60.00","$60.00","A- Clean and cosy private room close to everything",334404074,"Jie",NA,"Glen Eira",-37.93227,145.04034,"Private room",60,1,2,"2020-04-10",0.37,5,0
"12044",42144687,1,60,"2020-12-07","2021-02-16","$85.00","$85.00","Large room suitable for Business or travellers",33353273,"Nina",NA,"Melbourne",-37.81262,144.95309,"Private room",85,1,0,"",NA,10,72
"12045",42146079,4,1125,"2020-08-21","2021-08-20","$60.00","$60.00","Private Bedrooms in Doreen",267683097,"Jaleigha",NA,"Whittlesea",-37.58902,145.12667,"Private room",60,1,1,"2020-03-03",0.17,1,365
"12046",42147968,4,7,"2020-08-21","2020-11-19","$45.00","$45.00","Gateway  Mornington Peninsular and Phillip Island",334443537,"Neil",NA,"Frankston",-38.10424,145.14831,"Private room",45,1,1,"2020-03-02",0.17,1,88
"12047",42148509,4,1125,"2020-09-04","2020-11-18","$126.00","$450.00","❤️HeartCBD/1Min To Station/Tram/POOL/GYM",9198367,"Nest-Apartments",NA,"Melbourne",-37.8143,144.95518,"Entire home/apt",140,1,1,"2020-02-22",0.17,16,76
"12048",42156078,4,1125,"2020-09-01","2020-09-06","$120.00","$120.00","One Bedder in the heart of St Kilda East",334524880,"Genie",NA,"Port Phillip",-37.86383,145.00153,"Private room",70,1,2,"2020-03-12",0.31,1,6
"12049",42158290,3,1125,"2020-11-15","2021-08-20","$200.00","$200.00","Riverside home - close to city",26830613,"Carmel",NA,"Moonee Valley",-37.78227,144.90152,"Entire home/apt",200,3,0,"",NA,1,248
"12050",42158766,7,1125,"2020-08-21","2021-05-17","$160.00","$160.00","Quite 2Br Apartment with Secured Free Parking",333073424,"RNR Accommodation",NA,"Melbourne",-37.80129,144.95143,"Entire home/apt",160,7,0,"",NA,2,270
"12051",42159199,4,1125,"2020-08-24","2021-02-18","$80.00","$80.00","Home away from Home",17621965,"Mary Ann",NA,"Hume",-37.57783,144.93568,"Private room",80,2,0,"",NA,1,179
"12052",42159351,21,60,"2020-08-21","2021-05-17","$160.00","$160.00","Free Parking! North Mel Near City 2Br Apartment",333073424,"RNR Accommodation",NA,"Melbourne",-37.80193,144.95298,"Entire home/apt",160,21,0,"",NA,2,270
"12053",42159433,4,1125,"2020-08-23","2021-02-18","$50.00","$50.00","Gourmet Food & Brewery  Adventures",31628468,"Amanda",NA,"Yarra",-37.79309,144.99797,"Private room",50,3,0,"",NA,1,180
"12054",42161165,4,1125,"2020-09-01","2020-10-31","$50.00","$50.00","Private room,easy access to CBD, beach & Chapel St",334624181,"Alistair",NA,"Glen Eira",-37.86945,145.00195,"Private room",50,3,1,"2020-03-20",0.19,1,61
"12055",42161398,7,700,"2020-08-20","2021-08-19","$120.00","$60.00","""Fitzroy St Studio 203"" - Pearl Apartments",9028154,"Joe",NA,"Port Phillip",-37.86071,144.97619,"Entire home/apt",120,7,0,"",NA,38,365
"12056",42161446,7,700,"2020-08-20","2021-08-19","$120.00","$75.00","""Fitzroy St Studio 204"" - Pearl Apartments",9028154,"Joe",NA,"Port Phillip",-37.86205,144.97472,"Entire home/apt",120,7,1,"2020-03-14",0.19,38,365
